Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PnG Merchandising With Channel Wise Data Verification,,,2019-05-10 13:13:33,2019-05-10 13:16:21,2m - 47.973s,FAILED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-05-10 13:13:34,2019-05-10 13:13:58,24.162s,PASSED
"startApplication(""F:\QA_Automation\Builds\png_070818_live_v152.apk"", false)",,launch application,2019-05-10 13:13:34,2019-05-10 13:13:53,18.354s,PASSED
delay(5),,delay of 5 seconds,2019-05-10 13:13:53,2019-05-10 13:13:58,5.082s,PASSED
,,,,,,
Test Cases/SliderOptions/VisitSliderOptions,,,2019-05-10 13:13:58,2019-05-10 13:15:58,2m - 0.183s,FAILED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,,2019-05-10 13:13:58,2019-05-10 13:14:17,18.624s,PASSED
"swipe(2, 250, 400, 250)",,,2019-05-10 13:14:17,2019-05-10 13:14:17,0.814s,PASSED
"swipe(2, 250, 400, 250)",,,2019-05-10 13:14:17,2019-05-10 13:14:18,0.766s,PASSED
"verifyElementExist(findTestObject(""SliderOptions/Validate_SliderOptionsList"", [""package"":PACKAGENAME]), 0)",,,2019-05-10 13:14:18,2019-05-10 13:14:18,0.269s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.valideSliderOptions(),,,2019-05-10 13:14:18,2019-05-10 13:14:36,17.137s,PASSED
"swipe(5, 150, 5, 550)",,,2019-05-10 13:14:36,2019-05-10 13:14:36,0.739s,PASSED
"swipe(5, 150, 5, 550)",,,2019-05-10 13:14:36,2019-05-10 13:14:37,0.760s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.visitSliderOption(),,,2019-05-10 13:14:37,2019-05-10 13:15:58,1m - 20.741s,FAILED
,,,,,,
Test Cases/Attendence/VisitAttendance,,,2019-05-10 13:15:58,2019-05-10 13:16:07,8.907s,FAILED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate dashboard screen appearance,2019-05-10 13:15:58,2019-05-10 13:16:07,8.500s,FAILED
,,,,,,
Test Cases/DistributionPoint/VisitDistributionPoint,,,2019-05-10 13:16:07,2019-05-10 13:16:14,7.203s,FAILED
"verifyElementText(findTestObject(""DistributionPoint/Validate_RouteInfoScreen"", [""package"":PACKAGENAME]), ""Route Info"")",,validate channel summary detail screen appearance,2019-05-10 13:16:07,2019-05-10 13:16:14,6.962s,FAILED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithChannelWiseDataVerification,,,2019-05-10 13:16:14,2019-05-10 13:16:21,7.111s,FAILED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-05-10 13:16:14,2019-05-10 13:16:21,6.928s,FAILED
