Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PnG Merchandising With Channel Wise Data Verification,,,2019-05-10 15:00:37,2019-05-10 15:02:10,1m - 33.055s,PASSED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-05-10 15:00:37,2019-05-10 15:01:05,27.236s,PASSED
"startApplication(""F:\QA_Automation\Builds\png_070818_live_v152.apk"", false)",,launch application,2019-05-10 15:00:38,2019-05-10 15:01:00,21.327s,PASSED
delay(5),,delay of 5 seconds,2019-05-10 15:01:00,2019-05-10 15:01:05,5.053s,PASSED
,,,,,,
Test Cases/Attendence/VisitAttendance,,,2019-05-10 15:01:05,2019-05-10 15:01:52,47.400s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate dashboard screen appearance,2019-05-10 15:01:05,2019-05-10 15:01:11,5.871s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select the current day for further proceed,2019-05-10 15:01:11,2019-05-10 15:01:14,2.635s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button,2019-05-10 15:01:14,2019-05-10 15:01:15,0.948s,PASSED
"verifyElementText(findTestObject(""Attendence/Validate_AttendenceScreen"", [""package"":PACKAGENAME]), ""Attendance"")",,,2019-05-10 15:01:15,2019-05-10 15:01:16,1.435s,PASSED
"tap(findTestObject(""Attendence/TakeSelfie_ImageViewButton"", [""package"":PACKAGENAME]), 0)",,,2019-05-10 15:01:16,2019-05-10 15:01:18,1.919s,PASSED
com.ct.qa.keywords.CommonKeywords.takePicture(),,,2019-05-10 15:01:18,2019-05-10 15:01:31,13.258s,PASSED
com.ct.qa.keywords.Attendence.visitAttendenceRemark(),,,2019-05-10 15:01:31,2019-05-10 15:01:32,0.706s,PASSED
"tap(findTestObject(""Attendence/Attendence_SubmitButton"", [""package"":PACKAGENAME]), 0)",,,2019-05-10 15:01:32,2019-05-10 15:01:34,1.605s,PASSED
"delay(15, STOP_ON_FAILURE)",,,2019-05-10 15:01:34,2019-05-10 15:01:49,15.002s,PASSED
"verifyElementExist(findTestObject(""CommonScreenElements/Validate_MapScreen"", [""package"":PACKAGENAME]), 0)",,validate map screen appearance,2019-05-10 15:01:49,2019-05-10 15:01:49,0.641s,PASSED
"tap(findTestObject(""CommonScreenElements/Location_CheckIn"", [""package"":PACKAGENAME]), 0)",,tap on check in button through map,2019-05-10 15:01:49,2019-05-10 15:01:50,0.605s,PASSED
"verifyElementExist(findTestObject(""CommonScreenElements/Validate_InfoPopUP"", [""package"":PACKAGENAME]), 0)",,validate confirm popup appearance,2019-05-10 15:01:50,2019-05-10 15:01:51,1.117s,PASSED
"tap(findTestObject(""CommonScreenElements/InfoPopUp_YesButton"", [""package"":PACKAGENAME]), 0)",,tap on confirm popup no button,2019-05-10 15:01:51,2019-05-10 15:01:52,1.041s,PASSED
,,,,,,
Test Cases/DistributionPoint/VisitDistributionPoint,,,2019-05-10 15:01:52,2019-05-10 15:02:10,17.874s,PASSED
"verifyElementText(findTestObject(""DistributionPoint/Validate_RouteInfoScreen"", [""package"":PACKAGENAME]), ""Route Info"")",,validate channel summary detail screen appearance,2019-05-10 15:01:52,2019-05-10 15:01:53,0.270s,PASSED
"tap(findTestObject(""DistributionPoint/RouteInfoNextButton"", [""package"":PACKAGENAME]), 0)",,tap on next button to further proceed,2019-05-10 15:01:53,2019-05-10 15:01:53,0.551s,PASSED
"verifyElementText(findTestObject(""DistributionPoint/Validate_DistributionPointScreen"", [""package"":PACKAGENAME]), ""Brand Message:"")",,validate distribution point screen appearance,2019-05-10 15:01:53,2019-05-10 15:01:54,1.197s,PASSED
com.ct.qa.keywords.DistributionPointKeywords.visitdistributionPoint(),,enter quantity of products on distribution point,2019-05-10 15:01:54,2019-05-10 15:02:09,15.111s,PASSED
"tap(findTestObject(""DistributionPoint/DistributionPoint_SubmitButton"", [""package"":PACKAGENAME]), 0)",,tap on submit button after enter the quantity of products on distribution point,2019-05-10 15:02:09,2019-05-10 15:02:10,0.499s,PASSED
