Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PnG Merchandising Scripts With Overwrite Scenarios,,,2018-05-17 04:17:25,2018-05-17 04:39:36,22m - 10.214s,FAILED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-05-17 04:17:27,2018-05-17 04:18:04,37.260s,PASSED
startApplication,,,2018-05-17 04:17:28,2018-05-17 04:17:59,31.184s,PASSED
delay,,,2018-05-17 04:17:59,2018-05-17 04:18:04,5.150s,PASSED
,,,,,,
Test Cases/DistributionRegion/VisitDistributionRegion,,,2018-05-17 04:18:04,2018-05-17 04:19:29,1m - 24.654s,PASSED
verifyElementExist,,,2018-05-17 04:18:05,2018-05-17 04:18:06,1.688s,PASSED
delay,,,2018-05-17 04:18:06,2018-05-17 04:18:07,1.002s,PASSED
customKeywordsCollection.CustomKeywords.selectCurrentDay,,,2018-05-17 04:18:07,2018-05-17 04:18:14,6.747s,PASSED
delay,,,2018-05-17 04:18:14,2018-05-17 04:18:15,1.004s,PASSED
tap,,,2018-05-17 04:18:15,2018-05-17 04:18:16,0.490s,PASSED
delay,,,2018-05-17 04:18:16,2018-05-17 04:18:34,18.004s,PASSED
verifyElementExist,,,2018-05-17 04:18:34,2018-05-17 04:18:34,0.230s,PASSED
delay,,,2018-05-17 04:18:34,2018-05-17 04:18:35,1.004s,PASSED
tap,,,2018-05-17 04:18:35,2018-05-17 04:18:36,0.602s,PASSED
delay,,,2018-05-17 04:18:36,2018-05-17 04:18:37,1.002s,PASSED
verifyElementExist,,,2018-05-17 04:18:37,2018-05-17 04:18:37,0.315s,PASSED
delay,,,2018-05-17 04:18:37,2018-05-17 04:18:38,1.002s,PASSED
tap,,,2018-05-17 04:18:38,2018-05-17 04:18:39,1.146s,PASSED
delay,,,2018-05-17 04:18:39,2018-05-17 04:18:40,1.003s,PASSED
verifyElementText,,,2018-05-17 04:18:40,2018-05-17 04:18:40,0.353s,PASSED
delay,,,2018-05-17 04:18:40,2018-05-17 04:18:41,1.004s,PASSED
tap,,,2018-05-17 04:18:41,2018-05-17 04:18:43,1.101s,PASSED
delay,,,2018-05-17 04:18:43,2018-05-17 04:18:44,1.004s,PASSED
verifyElementExist,,,2018-05-17 04:18:44,2018-05-17 04:18:44,0.828s,PASSED
delay,,,2018-05-17 04:18:44,2018-05-17 04:18:45,1.003s,PASSED
setText,,,2018-05-17 04:18:45,2018-05-17 04:18:56,10.641s,PASSED
setText,,,2018-05-17 04:18:56,2018-05-17 04:19:06,9.919s,PASSED
setText,,,2018-05-17 04:19:06,2018-05-17 04:19:16,10.007s,PASSED
setText,,,2018-05-17 04:19:16,2018-05-17 04:19:26,10.045s,PASSED
hideKeyboard,,,2018-05-17 04:19:26,2018-05-17 04:19:27,0.793s,PASSED
tap,,,2018-05-17 04:19:27,2018-05-17 04:19:28,0.894s,PASSED
